abu00061 [29, 104, 1, 3, 1, 227, 1.731277533, 4.137931034, 0, 0, 21, 8.770950888, 2.793103448, 5.724137931, 0, 1.448275862, 5.586206897, 0.007571611, 2.793103448, 1.034482759, 0.241692919, 0.620172414, 0.212730756]
abu00400 [39, 84, 1, 8, 1, 239, 3.292887029, 3.58974359, 0, 0, 2, 4.413431013, 1.846153846, 23.92307692, 0, 0.102564103, 3.692307692, 0.009993799, 1.846153846, 2.153846154, 0.32338813, 1.499273062, 0.207295483]
ace00061 [28, 98, 1, 3, 1, 205, 1.697560976, 3.928571429, 0, 0, 21, 8.978571429, 2.714285714, 5.107142857, 0, 1.5, 5.428571429, 0.007275132, 2.714285714, 0.714285714, 0.228840703, 0.581493506, 0.158333334]
acr00620 [27, 90, 1, 4, 1, 203, 1.9408867, 6.592592593, 0, 0, 1, 7.723993599, 3.333333333, 14.48148148, 0, 0.074074074, 6.666666667, 0.010883192, 3.333333333, 1.62962963, 0.383780622, 0.998880033, 0.289061453]
ade00260 [40, 96, 3, 7, 1, 257, 2.194552529, 4.8, 0, 0, 0, 5.995396825, 2.4, 9.25, 0, 0, 4.8, 0.006840464, 2.4, 2.025, 0.439285414, 1.112656289, 0.244771826]
ade00400 [40, 98, 1, 8, 1, 260, 3.146153846, 4.05, 0, 0, 3, 5.022619048, 2.1, 23.575, 0, 0.15, 4.2, 0.009412956, 2.1, 2.175, 0.324157594, 1.510654872, 0.217719156]
aeh00020 [35, 71, 1, 7, 1, 223, 2.677130045, 3.885714286, 0, 0, 3, 7.261734694, 2.028571429, 10.68571429, 0, 0.171428571, 4.057142857, 0.009523809, 2.028571429, 1.742857143, 0.228537419, 1.100852209, 0.241800105]
aeh00400 [39, 84, 1, 8, 1, 239, 3.292887029, 3.58974359, 0, 0, 2, 4.413431013, 1.846153846, 23.92307692, 0, 0.102564103, 3.692307692, 0.009993799, 1.846153846, 2.153846154, 0.32338813, 1.499273062, 0.207295483]
aeh00620 [31, 90, 2, 5, 1, 277, 2.379061372, 5.741935484, 0, 0, 1, 6.629800307, 2.903225806, 18, 0, 0.064516129, 5.806451613, 0.01629971, 2.903225806, 1.967741935, 0.349654408, 1.23329053, 0.240271377]
afm00350 [49, 108, 3, 6, 1, 296, 2.418918919, 3.469387755, 0, 0, 9, 3.99393424, 1.918367347, 14.46938776, 0, 0.367346939, 3.836734694, 0.014270004, 1.918367347, 2.428571429, 0.472212407, 1.525025767, 0.188394882]
ago00020 [37, 80, 1, 7, 1, 271, 2.833948339, 4.216216216, 0, 0, 2, 7.653807379, 2.162162162, 18.89189189, 0, 0.108108108, 4.324324324, 0.010660661, 2.162162162, 1.891891892, 0.224170388, 1.160244826, 0.234051909]
ago00400 [39, 84, 1, 8, 1, 239, 3.292887029, 3.58974359, 0, 0, 2, 4.413431013, 1.846153846, 23.92307692, 0, 0.102564103, 3.692307692, 0.009993799, 1.846153846, 2.153846154, 0.32338813, 1.499273062, 0.207295483]
aha00010 [49, 127, 1, 5, 1, 254, 1.960629921, 5.102040816, 0, 0, 2, 7.424675155, 2.591836735, 8.06122449, 0, 0.081632653, 5.183673469, 0.002207266, 2.591836735, 1.265306122, 0.378971124, 0.840357896, 0.259005733]
ajs00020 [37, 87, 1, 7, 1, 267, 2.651685393, 4.486486486, 0, 0, 4, 7.740599528, 2.351351351, 14.75675676, 0, 0.216216216, 4.702702703, 0.009459459, 2.351351351, 1.72972973, 0.259353599, 1.133098978, 0.259657872]
ana00400 [39, 84, 1, 8, 1, 239, 3.292887029, 3.58974359, 0, 0, 2, 4.413431013, 1.846153846, 23.92307692, 0, 0.102564103, 3.692307692, 0.009993799, 1.846153846, 2.153846154, 0.32338813, 1.499273062, 0.207295483]
ani00010 [48, 142, 1, 5, 1, 235, 1.927659574, 5.041666667, 0, 0, 2, 7.306309373, 2.5625, 7.104166667, 0, 0.083333333, 5.125, 0.002100678, 2.5625, 1.270833333, 0.392379392, 0.848671411, 0.249411873]
ani00240 [54, 83, 4, 5, 1, 216, 2.138888889, 3.074074074, 0, 0, 0, 6.930742097, 1.537037037, 5.907407407, 0, 0, 3.074074074, 0.02429962, 1.537037037, 1.259259259, 0.492821237, 1.005231938, 0.21538924]
aor00010 [47, 132, 1, 5, 1, 221, 1.945701357, 4.765957447, 0, 0, 2, 7.029540613, 2.425531915, 7.063829787, 0, 0.085106383, 4.85106383, 0.002148217, 2.425531915, 1.255319149, 0.384743861, 0.834884427, 0.262943499]
aor00400 [40, 86, 1, 8, 1, 249, 3.269076305, 3.6, 0, 0, 2, 4.405178571, 1.85, 23.75, 0, 0.1, 3.7, 0.009531039, 1.85, 2.175, 0.327261017, 1.511927327, 0.222946429]
apl00400 [40, 88, 1, 8, 1, 283, 3.32155477, 3.7, 0, 0, 4, 4.527113095, 1.95, 33.05, 0, 0.2, 3.9, 0.011082996, 1.95, 2.2, 0.32177311, 1.54286649, 0.230376984]
art00230 [57, 117, 6, 6, 1, 283, 2.204946996, 3.228070175, 0, 0, 10, 3.60112782, 1.789473684, 6.964912281, 0, 0.350877193, 3.578947368, 0.013043974, 1.789473684, 1.736842105, 0.56553898, 1.212567869, 0.237134503]
art00620 [29, 90, 2, 5, 1, 233, 2.180257511, 6.137931034, 0, 0, 1, 6.932832015, 3.103448276, 14.03448276, 0, 0.068965517, 6.206896552, 0.01458886, 3.103448276, 1.965517241, 0.396827669, 1.112699603, 0.225363238]
asa00071 [31, 43, 1, 20, 1, 277, 6.097472924, 2.774193548, 0, 0, 0, 3.158602151, 1.387096774, 45.5483871, 0, 0, 2.774193548, 0.052354468, 1.387096774, 7.290322581, 0.304288557, 3.761318966, 0.024193548]
atc00030 [32, 76, 1, 6, 1, 223, 2.215246637, 4.3125, 0, 0, 6, 5.537922754, 2.34375, 10.09375, 0, 0.375, 4.6875, 0.009106183, 2.34375, 2.09375, 0.432178359, 1.254113005, 0.287966721]
atc00240 [51, 90, 3, 5, 1, 246, 2.142276423, 3.176470588, 0, 0, 2, 3.552661064, 1.62745098, 8.254901961, 0, 0.078431373, 3.254901961, 0.022499274, 1.62745098, 2.176470588, 0.4766648, 1.383859604, 0.160457517]
atc00400 [41, 104, 1, 8, 1, 265, 3.132075472, 4.097560976, 0, 0, 2, 4.867392567, 2.097560976, 23.53658537, 0, 0.097560976, 4.195121951, 0.008833646, 2.097560976, 2.170731707, 0.336576514, 1.510394997, 0.206416958]
ath00230 [53, 108, 5, 5, 1, 241, 1.908713693, 3.773584906, 0, 0, 3, 4.256259359, 1.943396226, 5.679245283, 0, 0.113207547, 3.886792453, 0.023225516, 1.943396226, 1.698113208, 0.543725706, 1.113127254, 0.246877808]
atu00030 [32, 76, 1, 6, 1, 223, 2.215246637, 4.3125, 0, 0, 6, 5.537922754, 2.34375, 10.09375, 0, 0.375, 4.6875, 0.009106183, 2.34375, 2.09375, 0.432178359, 1.254113005, 0.287966721]
atu00240 [51, 90, 3, 5, 1, 246, 2.142276423, 3.176470588, 0, 0, 2, 3.552661064, 1.62745098, 8.254901961, 0, 0.078431373, 3.254901961, 0.022499274, 1.62745098, 2.176470588, 0.4766648, 1.383859604, 0.160457517]
atu00400 [41, 104, 1, 8, 1, 265, 3.132075472, 4.097560976, 0, 0, 2, 4.867392567, 2.097560976, 23.53658537, 0, 0.097560976, 4.195121951, 0.008833646, 2.097560976, 2.170731707, 0.336576514, 1.510394997, 0.206416958]
ava00240 [39, 75, 2, 5, 1, 212, 2.080188679, 3.58974359, 0, 0, 2, 4.004242979, 1.846153846, 9.641025641, 0, 0.102564103, 3.692307692, 0.004660155, 1.846153846, 1.974358974, 0.494275492, 1.269295801, 0.194078145]
ava00260 [40, 99, 2, 8, 1, 288, 2.371527778, 4.95, 0, 0, 0, 6.167777778, 2.475, 11.7, 0, 0, 4.95, 0.007413664, 2.475, 2.15, 0.431414265, 1.16816874, 0.26389881]
ava00400 [39, 84, 1, 8, 1, 239, 3.292887029, 3.58974359, 0, 0, 2, 4.413431013, 1.846153846, 23.92307692, 0, 0.102564103, 3.692307692, 0.009993799, 1.846153846, 2.153846154, 0.32338813, 1.499273062, 0.207295483]
azo00400 [40, 100, 1, 8, 1, 283, 3.32155477, 3.7, 0, 0, 4, 4.527113095, 1.95, 33.05, 0, 0.2, 3.9, 0.011082996, 1.95, 2.2, 0.32177311, 1.54286649, 0.230376984]
baa00010 [47, 121, 1, 5, 1, 222, 1.882882883, 5.063829787, 0, 0, 2, 7.357126739, 2.574468085, 4.212765957, 0, 0.085106383, 5.14893617, 0.002014596, 2.574468085, 1.255319149, 0.344511334, 0.777678312, 0.279333196]
baa00061 [39, 122, 1, 3, 1, 248, 1.685483871, 3.948717949, 0, 0, 22, 5.661072261, 2.538461538, 4.358974359, 0, 1.128205128, 5.076923077, 0.003100266, 2.538461538, 1.076923077, 0.416594613, 0.749615385, 0.156902357]
baa00251 [31, 148, 1, 3, 1, 229, 1.401746725, 9.290322581, 0, 0, 4, 12.73536394, 4.774193548, 3.387096774, 0, 0.258064516, 9.548387097, 0.003411197, 4.774193548, 1.064516129, 0.416646305, 0.685646027, 0.28496862]
baa00400 [40, 98, 1, 8, 1, 260, 3.146153846, 4.05, 0, 0, 3, 5.022619048, 2.1, 23.575, 0, 0.15, 4.2, 0.009412956, 2.1, 2.175, 0.324157594, 1.510654872, 0.217719156]
bac00620 [29, 83, 1, 4, 1, 209, 2.019138756, 5.586206897, 0, 0, 2, 6.607484948, 2.862068966, 12.51724138, 0, 0.137931034, 5.724137931, 0.00971538, 2.862068966, 1.551724138, 0.374815247, 1.014070136, 0.211986864]
bad00230 [49, 92, 2, 9, 1, 248, 2.790322581, 3.428571429, 0, 0, 4, 3.973469388, 1.795918367, 14.48979592, 0, 0.163265306, 3.591836735, 0.00839605, 1.795918367, 2.020408163, 0.56226797, 1.309954295, 0.268901847]
bad00260 [31, 82, 1, 9, 1, 238, 2.634453782, 5.290322581, 0, 0, 0, 6.418759019, 2.64516129, 15.41935484, 0, 0, 5.290322581, 0.014423434, 2.64516129, 2.774193548, 0.383693023, 1.463319232, 0.272913735]
baf00240 [40, 78, 3, 5, 1, 222, 2.279279279, 3.35, 0, 0, 2, 8.418977273, 1.725, 19.8, 0, 0.1, 3.45, 0.013111772, 1.725, 1.75, 0.718497174, 1.31915293, 0.067121213]
bam00020 [37, 89, 1, 7, 1, 248, 2.411290323, 4.648648649, 0, 0, 3, 8.090834016, 2.405405405, 12, 0, 0.162162162, 4.810810811, 0.007507508, 2.405405405, 1.540540541, 0.301942044, 0.99720043, 0.261210017]
ban00010 [48, 125, 1, 5, 1, 239, 1.887029289, 5.125, 0, 0, 2, 7.451471561, 2.604166667, 6.833333333, 0, 0.083333333, 5.208333333, 0.002042861, 2.604166667, 1.291666667, 0.34834389, 0.7995711, 0.276937877]
ban00400 [40, 98, 1, 8, 1, 260, 3.146153846, 4.05, 0, 0, 3, 5.022619048, 2.1, 23.575, 0, 0.15, 4.2, 0.009412956, 2.1, 2.175, 0.324157594, 1.510654872, 0.217719156]
bar00010 [48, 125, 1, 5, 1, 239, 1.887029289, 5.125, 0, 0, 2, 7.451471561, 2.604166667, 6.833333333, 0, 0.083333333, 5.208333333, 0.002042861, 2.604166667, 1.291666667, 0.34834389, 0.7995711, 0.276937877]
bar00400 [40, 98, 1, 8, 1, 260, 3.146153846, 4.05, 0, 0, 3, 5.022619048, 2.1, 23.575, 0, 0.15, 4.2, 0.009412956, 2.1, 2.175, 0.324157594, 1.510654872, 0.217719156]
bas00230 [40, 68, 3, 7, 1, 227, 2.960352423, 3.1, 0, 0, 4, 3.537916667, 1.65, 11.175, 0, 0.2, 3.3, 0.00991533, 1.65, 1.825, 0.514114165, 1.373576765, 0.3075]
bat00010 [48, 125, 1, 5, 1, 239, 1.887029289, 5.125, 0, 0, 2, 7.451471561, 2.604166667, 6.833333333, 0, 0.083333333, 5.208333333, 0.002042861, 2.604166667, 1.291666667, 0.34834389, 0.7995711, 0.276937877]
bat00400 [40, 98, 1, 8, 1, 260, 3.146153846, 4.05, 0, 0, 3, 5.022619048, 2.1, 23.575, 0, 0.15, 4.2, 0.009412956, 2.1, 2.175, 0.324157594, 1.510654872, 0.217719156]
bba00071 [40, 76, 2, 6, 1, 212, 2.330188679, 3.1, 0, 0, 4, 4.072559524, 1.65, 7.05, 0, 0.2, 3.3, 0.020710785, 1.65, 1.8, 0.436741764, 1.147007626, 0.072817461]
bbr00400 [40, 100, 1, 8, 1, 283, 3.32155477, 3.7, 0, 0, 4, 4.527113095, 1.95, 33.05, 0, 0.2, 3.9, 0.011082996, 1.95, 2.2, 0.32177311, 1.54286649, 0.230376984]
bbt00010 [47, 113, 1, 5, 1, 218, 1.949541284, 4.723404255, 0, 0, 2, 6.966703568, 2.404255319, 7.021276596, 0, 0.085106383, 4.808510638, 0.00212766, 2.404255319, 1.255319149, 0.382651129, 0.83656178, 0.262588889]
bbt00400 [40, 114, 1, 8, 1, 283, 3.32155477, 3.7, 0, 0, 4, 4.527113095, 1.95, 33.05, 0, 0.2, 3.9, 0.011082996, 1.95, 2.2, 0.32177311, 1.54286649, 0.230376984]
bca00010 [49, 127, 1, 5, 1, 250, 1.936, 5.102040816, 0, 0, 2, 7.404632329, 2.591836735, 7.510204082, 0, 0.081632653, 5.183673469, 0.002116804, 2.591836735, 1.306122449, 0.352310249, 0.826837468, 0.265163634]
bca00330 [35, 97, 1, 5, 1, 228, 2.00877193, 5.428571429, 0, 0, 0, 6.425224696, 2.714285714, 14.34285714, 0, 0, 5.428571429, 0.005856888, 2.714285714, 2.114285714, 0.467955598, 1.306816041, 0.190786436]
bca00400 [40, 98, 1, 8, 1, 260, 3.146153846, 4.05, 0, 0, 3, 5.022619048, 2.1, 23.575, 0, 0.15, 4.2, 0.009412956, 2.1, 2.175, 0.324157594, 1.510654872, 0.217719156]
bce00010 [46, 111, 1, 5, 1, 210, 1.80952381, 4.782608696, 0, 0, 1, 7.239699793, 2.413043478, 5.5, 0, 0.043478261, 4.826086957, 0.001866491, 2.413043478, 1.217391304, 0.338350847, 0.749303441, 0.268799377]
bce00251 [30, 146, 1, 4, 1, 225, 1.453333333, 9.4, 0, 0, 5, 12.41947049, 4.866666667, 3.966666667, 0, 0.333333333, 9.733333333, 0.004187192, 4.866666667, 1.2, 0.385719771, 0.687700378, 0.318372646]
bce00271 [31, 90, 1, 10, 1, 220, 2.845454545, 4.774193548, 0, 0, 0, 5.539183308, 2.387096774, 14.93548387, 0, 0, 4.774193548, 0.015053763, 2.387096774, 2.903225806, 0.478330173, 1.906190601, 0.177585765]
bce00330 [33, 89, 1, 5, 1, 204, 1.970588235, 5.272727273, 0, 0, 0, 6.629783768, 2.636363636, 13.27272727, 0, 0, 5.272727273, 0.006048387, 2.636363636, 2, 0.470342517, 1.244602872, 0.202349251]
bce00400 [40, 98, 1, 8, 1, 260, 3.146153846, 4.05, 0, 0, 3, 5.022619048, 2.1, 23.575, 0, 0.15, 4.2, 0.009412956, 2.1, 2.175, 0.324157594, 1.510654872, 0.217719156]
bch00020 [35, 78, 1, 7, 1, 207, 2.31884058, 4.285714286, 0, 0, 3, 7.503401361, 2.228571429, 9.228571429, 0, 0.171428571, 4.457142857, 0.006951872, 2.228571429, 1.485714286, 0.306088338, 0.961305049, 0.264869615]
bcl00010 [51, 132, 1, 5, 1, 259, 1.938223938, 5.098039216, 0, 0, 2, 7.362591602, 2.588235294, 7.392156863, 0, 0.078431373, 5.176470588, 0.001944778, 2.588235294, 1.294117647, 0.374521058, 0.839325974, 0.254982926]
bcl00400 [39, 84, 1, 8, 1, 239, 3.292887029, 3.58974359, 0, 0, 2, 4.413431013, 1.846153846, 23.92307692, 0, 0.102564103, 3.692307692, 0.009993799, 1.846153846, 2.153846154, 0.32338813, 1.499273062, 0.207295483]
bcl00620 [36, 115, 1, 5, 1, 292, 2.147260274, 6.333333333, 0, 0, 1, 7.479927788, 3.194444444, 15.13888889, 0, 0.055555556, 6.388888889, 0.007819794, 3.194444444, 1.555555556, 0.465908134, 1.01855912, 0.313478497]
bcm00620 [29, 83, 1, 4, 1, 209, 2.019138756, 5.586206897, 0, 0, 2, 6.607484948, 2.862068966, 12.51724138, 0, 0.137931034, 5.724137931, 0.00971538, 2.862068966, 1.551724138, 0.374815247, 1.014070136, 0.211986864]
bcn00020 [35, 78, 1, 7, 1, 207, 2.31884058, 4.285714286, 0, 0, 3, 7.503401361, 2.228571429, 9.228571429, 0, 0.171428571, 4.457142857, 0.006951872, 2.228571429, 1.485714286, 0.306088338, 0.961305049, 0.264869615]
bcn00240 [47, 80, 2, 7, 1, 238, 2.340336134, 3.191489362, 0, 0, 2, 3.561043566, 1.638297872, 9.276595745, 0, 0.085106383, 3.276595745, 0.019427496, 1.638297872, 2.680851064, 0.427353458, 1.576694759, 0.169858157]
bcz00010 [50, 130, 1, 5, 1, 256, 1.92578125, 5.12, 0, 0, 2, 7.409920635, 2.6, 7.42, 0, 0.08, 5.2, 0.002015306, 2.6, 1.3, 0.362982298, 0.834078496, 0.258765124]
bcz00330 [33, 91, 1, 5, 1, 201, 1.955223881, 5.272727273, 0, 0, 1, 6.459160873, 2.666666667, 12.87878788, 0, 0.060606061, 5.333333333, 0.005865102, 2.666666667, 2, 0.505138767, 1.25820316, 0.202926451]
bcz00400 [40, 98, 1, 8, 1, 260, 3.146153846, 4.05, 0, 0, 3, 5.022619048, 2.1, 23.575, 0, 0.15, 4.2, 0.009412956, 2.1, 2.175, 0.324157594, 1.510654872, 0.217719156]
bfl00400 [39, 84, 1, 8, 1, 239, 3.292887029, 3.58974359, 0, 0, 2, 4.413431013, 1.846153846, 23.92307692, 0, 0.102564103, 3.692307692, 0.009993799, 1.846153846, 2.153846154, 0.32338813, 1.499273062, 0.207295483]
bfr00400 [39, 84, 1, 8, 1, 239, 3.292887029, 3.58974359, 0, 0, 2, 4.413431013, 1.846153846, 23.92307692, 0, 0.102564103, 3.692307692, 0.009993799, 1.846153846, 2.153846154, 0.32338813, 1.499273062, 0.207295483]
bga00240 [41, 76, 4, 5, 1, 220, 2.290909091, 3.170731707, 0, 0, 2, 8.061197339, 1.634146341, 19.31707317, 0, 0.097560976, 3.268292683, 0.031229835, 1.634146341, 1.731707317, 0.721298056, 1.318685786, 0.037028825]
bha00010 [49, 127, 1, 5, 1, 250, 1.936, 5.102040816, 0, 0, 2, 7.404632329, 2.591836735, 7.510204082, 0, 0.081632653, 5.183673469, 0.002116804, 2.591836735, 1.306122449, 0.352310249, 0.826837468, 0.265163634]
bha00260 [40, 83, 3, 7, 1, 220, 2.186363636, 4.15, 0, 0, 0, 5.143015873, 2.075, 8.175, 0, 0, 4.15, 0.018293226, 2.075, 1.975, 0.456452516, 1.159668109, 0.217839591]
bha00400 [39, 84, 1, 8, 1, 239, 3.292887029, 3.58974359, 0, 0, 2, 4.413431013, 1.846153846, 23.92307692, 0, 0.102564103, 3.692307692, 0.009993799, 1.846153846, 2.153846154, 0.32338813, 1.499273062, 0.207295483]
bja00010 [47, 113, 1, 5, 1, 218, 1.949541284, 4.723404255, 0, 0, 2, 6.966703568, 2.404255319, 7.021276596, 0, 0.085106383, 4.808510638, 0.00212766, 2.404255319, 1.255319149, 0.382651129, 0.83656178, 0.262588889]
bja00240 [49, 78, 5, 6, 1, 204, 2.12745098, 2.979591837, 0, 0, 2, 3.357191448, 1.530612245, 6.959183673, 0, 0.081632653, 3.06122449, 0.036216641, 1.530612245, 2.081632653, 0.473552077, 1.309629826, 0.178231293]
bld00271 [32, 75, 1, 11, 1, 213, 2.849765258, 4.5625, 0, 0, 0, 5.685217127, 2.28125, 13.375, 0, 0, 4.5625, 0.013239248, 2.28125, 3.0625, 0.414895458, 1.894296872, 0.170607865]
bld00400 [39, 84, 1, 8, 1, 239, 3.292887029, 3.58974359, 0, 0, 2, 4.413431013, 1.846153846, 23.92307692, 0, 0.102564103, 3.692307692, 0.009993799, 1.846153846, 2.153846154, 0.32338813, 1.499273062, 0.207295483]
bli00010 [48, 122, 1, 5, 1, 221, 1.837104072, 5, 0, 0, 2, 7.289187259, 2.541666667, 5.8125, 0, 0.083333333, 5.083333333, 0.001782686, 2.541666667, 1.229166667, 0.36448197, 0.761652267, 0.266033446]
bli00400 [39, 84, 1, 8, 1, 239, 3.292887029, 3.58974359, 0, 0, 2, 4.413431013, 1.846153846, 23.92307692, 0, 0.102564103, 3.692307692, 0.009993799, 1.846153846, 2.153846154, 0.32338813, 1.499273062, 0.207295483]
bma00010 [46, 111, 1, 5, 1, 207, 1.893719807, 4.739130435, 0, 0, 2, 7.03880582, 2.413043478, 6.304347826, 0, 0.086956522, 4.826086957, 0.002031181, 2.413043478, 1.239130435, 0.379074665, 0.809019152, 0.271558213]
bmb00400 [41, 104, 1, 8, 1, 265, 3.132075472, 4.097560976, 0, 0, 2, 4.867392567, 2.097560976, 23.53658537, 0, 0.097560976, 4.195121951, 0.008833646, 2.097560976, 2.170731707, 0.336576514, 1.510394997, 0.206416958]
bmb00620 [36, 120, 1, 5, 1, 291, 2.192439863, 6.611111111, 0, 0, 1, 7.91757363, 3.333333333, 17.25, 0, 0.055555556, 6.666666667, 0.008099906, 3.333333333, 1.638888889, 0.454961733, 1.04449203, 0.329755199]
bme00240 [51, 89, 3, 7, 1, 238, 2.142857143, 3.294117647, 0, 0, 2, 3.697058824, 1.68627451, 7.529411765, 0, 0.078431373, 3.37254902, 0.027441817, 1.68627451, 2.098039216, 0.472006616, 1.313837252, 0.207749767]
bme00400 [41, 104, 1, 8, 1, 265, 3.132075472, 4.097560976, 0, 0, 2, 4.867392567, 2.097560976, 23.53658537, 0, 0.097560976, 4.195121951, 0.008833646, 2.097560976, 2.170731707, 0.336576514, 1.510394997, 0.206416958]
bmf00260 [42, 89, 4, 8, 1, 289, 2.643598616, 4.238095238, 0, 0, 0, 5.393523243, 2.119047619, 13.45238095, 0, 0, 4.238095238, 0.010709776, 2.119047619, 2.333333333, 0.408906846, 1.264291309, 0.234254535]
bmf00400 [41, 104, 1, 8, 1, 265, 3.132075472, 4.097560976, 0, 0, 2, 4.867392567, 2.097560976, 23.53658537, 0, 0.097560976, 4.195121951, 0.008833646, 2.097560976, 2.170731707, 0.336576514, 1.510394997, 0.206416958]
bml00061 [39, 122, 1, 3, 1, 248, 1.685483871, 3.948717949, 0, 0, 22, 5.661072261, 2.538461538, 4.358974359, 0, 1.128205128, 5.076923077, 0.003100266, 2.538461538, 1.076923077, 0.416594613, 0.749615385, 0.156902357]
bml00240 [37, 77, 1, 6, 1, 267, 2.29588015, 3.945945946, 0, 0, 2, 4.383108108, 2.027027027, 14.35135135, 0, 0.108108108, 4.054054054, 0.007421708, 2.027027027, 2.405405405, 0.450914579, 1.454848942, 0.220881596]
bmn00240 [41, 82, 2, 6, 1, 277, 2.281588448, 3.804878049, 0, 0, 2, 4.253861789, 1.951219512, 13.17073171, 0, 0.097560976, 3.902439024, 0.006158276, 1.951219512, 2.268292683, 0.471593089, 1.40018923, 0.206242741]
bms00251 [28, 136, 1, 4, 1, 230, 1.517391304, 9.285714286, 0, 0, 6, 12.73133253, 4.857142857, 4.964285714, 0, 0.428571429, 9.714285714, 0.006054131, 4.857142857, 1.214285714, 0.354485101, 0.741813904, 0.301527913]
bms00400 [41, 104, 1, 8, 1, 265, 3.132075472, 4.097560976, 0, 0, 2, 4.867392567, 2.097560976, 23.53658537, 0, 0.097560976, 4.195121951, 0.008833646, 2.097560976, 2.170731707, 0.336576514, 1.510394997, 0.206416958]
bmu00620 [33, 110, 1, 4, 1, 288, 2.090277778, 6.606060606, 0, 0, 1, 7.94454241, 3.333333333, 15.03030303, 0, 0.060606061, 6.666666667, 0.009591887, 3.333333333, 1.606060606, 0.390583318, 1.053547525, 0.246133916]
bmv00240 [38, 78, 1, 6, 1, 269, 2.289962825, 3.894736842, 0, 0, 2, 4.348903509, 2, 14, 0, 0.105263158, 4, 0.006855541, 2, 2.394736842, 0.456592266, 1.456037128, 0.206296993]
bmv00251 [30, 138, 1, 4, 1, 221, 1.538461538, 8.8, 0, 0, 6, 11.58692202, 4.6, 3.966666667, 0, 0.4, 9.2, 0.004885057, 4.6, 1.2, 0.363054613, 0.720578167, 0.307513913]
bov00400 [39, 84, 1, 8, 1, 239, 3.292887029, 3.58974359, 0, 0, 2, 4.413431013, 1.846153846, 23.92307692, 0, 0.102564103, 3.692307692, 0.009993799, 1.846153846, 2.153846154, 0.32338813, 1.499273062, 0.207295483]
bov00620 [35, 124, 1, 4, 1, 267, 1.868913858, 7.028571429, 0, 0, 1, 8.599481788, 3.542857143, 11.25714286, 0, 0.057142857, 7.085714286, 0.005907818, 3.542857143, 1.428571429, 0.458405332, 0.946693901, 0.331286333]
