10556 [3, 1, 1, 0, 0, 2, 3, 2, 2, 0, 0, 1, 0, 4, 4, 0, 1, 0, 0, 1, 0, 0, 0, 0, 9, 0, 2, 0, 4, 0, 1, 4, 2, 2, 1, 0, 2, 0, 2, 1, 4, 2, 2, 0, 0, 1, 1, 0, 4, 21, 0, 6, 0, 1, 0, 1, 0, 0, 0, 2, 0, 1, 1, 1, 0, 14, 1, 0]
10565 [5, 0, 1, 0, 0, 1, 3, 2, 2, 0, 0, 4, 0, 3, 3, 0, 2, 0, 0, 0, 0, 0, 0, 0, 4, 0, 2, 0, 2, 0, 1, 4, 1, 2, 6, 0, 2, 0, 2, 1, 4, 3, 4, 0, 0, 1, 1, 0, 3, 23, 0, 4, 0, 1, 0, 1, 0, 0, 0, 3, 0, 1, 1, 0, 0, 10, 1, 0]
10586 [4, 1, 2, 0, 0, 1, 4, 2, 2, 0, 0, 3, 0, 1, 2, 0, 1, 0, 0, 0, 0, 0, 1, 0, 7, 0, 2, 0, 0, 0, 1, 4, 1, 2, 2, 0, 2, 0, 2, 2, 2, 2, 1, 0, 0, 1, 1, 0, 2, 22, 0, 1, 0, 1, 0, 1, 0, 0, 0, 3, 0, 1, 1, 1, 0, 13, 1, 0]
10602 [4, 1, 3, 0, 0, 4, 2, 2, 2, 0, 0, 3, 0, 3, 3, 0, 2, 0, 0, 0, 0, 0, 0, 0, 9, 0, 2, 0, 0, 0, 1, 4, 1, 2, 1, 0, 2, 0, 2, 1, 2, 3, 1, 0, 0, 1, 1, 0, 3, 23, 0, 1, 0, 1, 0, 1, 0, 0, 0, 2, 0, 2, 1, 1, 0, 1, 1, 0]
10614 [5, 1, 2, 0, 0, 1, 3, 2, 2, 0, 0, 1, 0, 2, 4, 0, 2, 1, 0, 1, 0, 0, 0, 0, 4, 0, 2, 0, 4, 0, 1, 4, 2, 2, 6, 0, 2, 0, 2, 2, 4, 4, 9, 0, 0, 1, 1, 0, 4, 22, 0, 6, 0, 1, 0, 1, 0, 0, 0, 3, 0, 2, 1, 1, 0, 14, 1, 0]
10618 [5, 1, 1, 0, 0, 1, 3, 2, 2, 0, 0, 3, 0, 2, 2, 0, 1, 0, 0, 0, 0, 0, 0, 1, 7, 0, 2, 0, 2, 0, 1, 4, 1, 2, 2, 0, 2, 0, 2, 1, 4, 2, 0, 0, 0, 2, 1, 0, 2, 21, 0, 4, 0, 1, 0, 1, 0, 0, 0, 1, 0, 2, 1, 1, 0, 10, 1, 0]
10629 [5, 1, 2, 0, 0, 1, 3, 2, 2, 0, 0, 4, 0, 2, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 7, 0, 2, 0, 0, 0, 1, 4, 2, 2, 2, 0, 2, 0, 2, 1, 2, 2, 1, 0, 0, 1, 1, 0, 2, 21, 0, 1, 0, 1, 0, 1, 0, 0, 0, 3, 0, 2, 1, 1, 0, 10, 1, 0]
10690 [3, 1, 1, 0, 0, 1, 4, 1, 2, 0, 0, 3, 0, 1, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 7, 0, 2, 0, 0, 0, 1, 4, 2, 2, 2, 0, 1, 0, 2, 1, 3, 2, 1, 0, 0, 1, 1, 0, 2, 24, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 7, 1, 0]
10692 [4, 1, 2, 0, 0, 1, 5, 2, 2, 0, 0, 0, 0, 2, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 7, 0, 2, 0, 4, 1, 1, 2, 2, 2, 6, 0, 2, 0, 2, 1, 0, 2, 9, 0, 0, 1, 1, 0, 2, 21, 0, 6, 4, 2, 0, 0, 0, 0, 0, 2, 1, 2, 1, 1, 0, 11, 1, 1]
10709 [4, 3, 1, 0, 1, 2, 3, 2, 2, 1, 0, 1, 2, 2, 2, 3, 2, 0, 0, 0, 0, 0, 0, 0, 9, 0, 1, 0, 4, 0, 1, 4, 2, 2, 1, 0, 2, 1, 2, 1, 4, 3, 0, 0, 0, 1, 1, 0, 3, 31, 0, 6, 0, 1, 0, 1, 0, 0, 0, 5, 0, 2, 1, 1, 0, 14, 1, 0]
10868 [5, 1, 2, 0, 0, 1, 3, 2, 2, 0, 0, 2, 0, 3, 3, 0, 2, 0, 0, 0, 0, 0, 0, 0, 9, 0, 2, 0, 0, 0, 1, 4, 1, 2, 1, 0, 2, 0, 2, 1, 4, 3, 1, 0, 0, 1, 1, 0, 3, 22, 0, 1, 0, 2, 0, 1, 0, 0, 0, 4, 0, 1, 1, 1, 0, 11, 1, 0]
10901 [5, 1, 2, 0, 0, 1, 2, 2, 2, 0, 0, 2, 0, 2, 3, 0, 1, 0, 0, 1, 0, 0, 0, 0, 9, 0, 2, 0, 2, 0, 1, 4, 2, 2, 1, 0, 2, 0, 1, 1, 2, 2, 0, 0, 0, 1, 1, 0, 2, 24, 0, 4, 0, 2, 0, 1, 0, 0, 0, 5, 0, 1, 1, 1, 0, 14, 1, 0]
10932 [6, 1, 2, 0, 0, 8, 3, 2, 2, 0, 0, 4, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 2, 0, 0, 0, 1, 4, 1, 2, 1, 0, 2, 0, 2, 1, 4, 0, 1, 0, 0, 1, 1, 0, 0, 24, 0, 1, 0, 1, 0, 1, 0, 0, 0, 3, 0, 1, 1, 1, 0, 11, 1, 0]
10986 [3, 1, 1, 0, 0, 2, 5, 2, 2, 0, 0, 2, 0, 3, 3, 0, 2, 0, 0, 0, 0, 0, 0, 0, 9, 0, 2, 0, 0, 0, 1, 3, 2, 2, 2, 0, 2, 0, 2, 0, 1, 3, 1, 0, 0, 1, 1, 0, 3, 22, 0, 1, 0, 1, 0, 1, 0, 0, 0, 4, 0, 2, 1, 1, 0, 11, 1, 0]
11012 [3, 1, 1, 0, 0, 1, 5, 2, 2, 0, 0, 3, 0, 2, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 9, 0, 2, 0, 0, 0, 1, 4, 2, 2, 3, 0, 2, 0, 1, 1, 3, 2, 1, 0, 0, 1, 1, 0, 2, 22, 0, 1, 0, 1, 0, 1, 0, 0, 0, 2, 0, 1, 1, 1, 0, 10, 1, 0]
11029 [4, 2, 1, 0, 0, 4, 4, 2, 2, 0, 0, 1, 0, 1, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 9, 0, 2, 0, 4, 0, 1, 4, 2, 2, 1, 0, 2, 0, 2, 1, 4, 3, 9, 0, 0, 1, 1, 0, 3, 22, 0, 6, 0, 1, 0, 1, 0, 0, 0, 2, 0, 2, 1, 1, 0, 14, 1, 0]
11038 [6, 1, 2, 0, 0, 1, 3, 2, 2, 0, 0, 5, 0, 2, 3, 0, 1, 0, 0, 1, 0, 0, 0, 0, 7, 0, 2, 0, 0, 0, 1, 4, 2, 2, 2, 0, 2, 0, 2, 1, 4, 2, 7, 9, 0, 2, 1, 0, 2, 23, 0, 1, 0, 1, 0, 1, 1, 1, 0, 2, 0, 2, 1, 1, 0, 10, 1, 0]
11074 [7, 0, 1, 0, 0, 5, 3, 2, 2, 0, 0, 3, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 7, 0, 2, 0, 2, 0, 1, 4, 1, 2, 2, 0, 2, 0, 2, 2, 4, 2, 0, 0, 0, 1, 1, 0, 4, 23, 0, 4, 0, 1, 0, 1, 0, 0, 0, 2, 0, 2, 1, 1, 0, 14, 1, 0]
11085 [3, 1, 2, 0, 0, 6, 5, 2, 2, 0, 0, 1, 0, 2, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 7, 0, 2, 0, 4, 0, 1, 4, 2, 2, 3, 0, 2, 0, 2, 3, 4, 2, 9, 0, 0, 1, 1, 0, 2, 23, 0, 6, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 10, 1, 0]
11120 [6, 1, 2, 0, 0, 3, 3, 2, 2, 1, 0, 5, 0, 3, 4, 0, 2, 0, 0, 0, 0, 0, 0, 0, 10, 0, 1, 0, 0, 0, 1, 4, 1, 2, 2, 0, 2, 0, 2, 1, 4, 3, 1, 0, 0, 1, 1, 0, 3, 23, 0, 1, 0, 1, 0, 1, 0, 0, 0, 4, 0, 2, 1, 1, 0, 10, 1, 0]
11178 [4, 3, 1, 0, 0, 5, 2, 2, 2, 0, 0, 4, 0, 3, 3, 0, 2, 0, 0, 0, 0, 0, 0, 0, 10, 0, 2, 0, 0, 0, 1, 4, 1, 2, 1, 0, 2, 0, 2, 3, 3, 3, 1, 0, 0, 1, 1, 0, 3, 24, 0, 1, 0, 1, 0, 1, 0, 0, 0, 4, 0, 2, 1, 1, 0, 11, 1, 0]
11214 [3, 1, 1, 0, 0, 2, 4, 2, 2, 0, 0, 1, 0, 2, 5, 0, 1, 0, 0, 1, 0, 0, 0, 0, 9, 0, 2, 0, 4, 0, 1, 4, 2, 2, 1, 0, 2, 0, 2, 2, 4, 2, 9, 0, 0, 1, 1, 0, 2, 22, 0, 6, 0, 1, 0, 1, 0, 0, 0, 2, 0, 1, 1, 1, 0, 14, 1, 0]
11318 [6, 1, 1, 0, 0, 4, 4, 2, 2, 0, 0, 2, 0, 3, 3, 0, 2, 0, 0, 0, 0, 0, 0, 0, 10, 0, 2, 0, 2, 0, 1, 4, 1, 2, 2, 0, 2, 0, 2, 1, 4, 3, 0, 0, 0, 1, 1, 0, 3, 23, 0, 4, 0, 1, 0, 1, 0, 0, 0, 4, 0, 2, 1, 1, 0, 11, 1, 0]
11452 [3, 1, 2, 0, 0, 1, 5, 2, 2, 0, 0, 0, 0, 1, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 7, 0, 2, 0, 4, 0, 1, 4, 1, 2, 3, 0, 2, 0, 1, 1, 0, 2, 0, 0, 0, 1, 1, 0, 2, 21, 0, 6, 0, 3, 0, 0, 0, 0, 0, 4, 0, 1, 1, 1, 0, 13, 1, 0]
11468 [6, 1, 1, 0, 0, 1, 5, 2, 2, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 9, 0, 2, 0, 0, 0, 1, 4, 2, 2, 2, 0, 2, 0, 2, 1, 4, 2, 1, 0, 0, 1, 1, 0, 2, 22, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 10, 1, 0]
11553 [4, 1, 2, 0, 0, 3, 4, 2, 2, 0, 0, 3, 0, 3, 3, 0, 2, 0, 0, 0, 0, 0, 0, 0, 10, 0, 2, 0, 2, 0, 1, 4, 2, 2, 2, 0, 2, 0, 2, 1, 2, 3, 0, 0, 0, 1, 1, 0, 3, 21, 0, 4, 0, 1, 0, 1, 0, 0, 0, 1, 0, 2, 1, 1, 0, 13, 1, 0]
11564 [6, 2, 2, 0, 0, 1, 4, 2, 2, 0, 0, 5, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 7, 0, 2, 0, 0, 0, 1, 4, 1, 2, 2, 0, 2, 0, 2, 2, 4, 2, 1, 0, 0, 1, 1, 0, 2, 22, 0, 1, 0, 1, 0, 1, 0, 0, 0, 4, 0, 2, 1, 1, 0, 10, 1, 0]
11611 [3, 1, 2, 0, 0, 1, 5, 2, 2, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 8, 0, 2, 0, 4, 0, 1, 4, 1, 2, 2, 0, 2, 0, 2, 1, 4, 2, 2, 0, 0, 1, 1, 0, 2, 21, 0, 6, 0, 2, 0, 1, 0, 0, 0, 5, 0, 1, 1, 1, 0, 11, 1, 0]
11612 [6, 3, 1, 0, 0, 1, 4, 2, 2, 0, 0, 4, 0, 3, 3, 0, 3, 0, 0, 0, 0, 0, 0, 0, 4, 0, 2, 0, 2, 0, 1, 4, 2, 2, 1, 0, 2, 0, 2, 1, 4, 4, 0, 0, 0, 1, 1, 0, 4, 24, 0, 4, 0, 1, 0, 1, 0, 0, 0, 3, 0, 2, 1, 1, 0, 10, 1, 0]
11634 [6, 2, 1, 0, 0, 1, 2, 2, 2, 0, 0, 3, 0, 3, 3, 0, 2, 0, 0, 1, 0, 0, 0, 0, 8, 0, 2, 0, 1, 0, 1, 4, 1, 2, 2, 0, 2, 0, 2, 2, 4, 3, 0, 0, 0, 1, 1, 0, 3, 22, 0, 3, 0, 1, 0, 1, 0, 0, 0, 3, 0, 2, 1, 1, 0, 11, 1, 0]
11635 [2, 1, 1, 0, 0, 1, 5, 2, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 2, 0, 4, 0, 1, 4, 2, 2, 3, 0, 2, 0, 0, 2, 0, 0, 13, 0, 0, 1, 1, 0, 0, 23, 0, 6, 0, 3, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 0, 11, 1, 0]
11639 [4, 1, 12, 0, 0, 4, 3, 1, 2, 0, 0, 3, 0, 3, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 10, 0, 2, 0, 2, 0, 1, 4, 2, 2, 1, 0, 2, 0, 2, 1, 1, 2, 0, 0, 0, 1, 1, 0, 2, 22, 0, 4, 0, 1, 0, 1, 0, 0, 0, 2, 0, 2, 1, 1, 0, 11, 1, 0]
11657 [6, 1, 1, 0, 0, 2, 1, 2, 2, 0, 0, 3, 0, 2, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 9, 0, 2, 0, 0, 0, 1, 4, 2, 2, 3, 0, 2, 0, 2, 1, 4, 2, 1, 0, 0, 1, 1, 0, 2, 21, 0, 1, 0, 1, 0, 1, 0, 0, 0, 2, 0, 2, 1, 1, 0, 10, 1, 0]
11675 [5, 1, 1, 0, 0, 1, 3, 2, 2, 0, 0, 6, 0, 3, 3, 0, 2, 0, 0, 0, 0, 0, 0, 0, 7, 0, 2, 0, 0, 0, 1, 4, 1, 2, 6, 0, 2, 0, 2, 1, 4, 3, 1, 0, 0, 1, 1, 0, 3, 24, 0, 1, 0, 1, 0, 1, 0, 0, 0, 2, 0, 2, 1, 1, 0, 9, 1, 0]
11701 [7, 0, 1, 0, 0, 7, 4, 2, 2, 0, 0, 1, 0, 1, 1, 0, 3, 0, 0, 1, 1, 0, 0, 0, 8, 0, 2, 0, 3, 0, 2, 4, 1, 2, 1, 0, 1, 0, 2, 1, 4, 4, 0, 0, 0, 0, 1, 0, 4, 22, 0, 5, 0, 2, 0, 1, 0, 0, 0, 6, 0, 1, 1, 1, 0, 11, 1, 0]
11707 [6, 0, 1, 0, 0, 1, 4, 2, 2, 0, 0, 6, 0, 3, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 4, 0, 2, 0, 0, 0, 1, 4, 1, 2, 6, 0, 2, 0, 2, 0, 4, 2, 1, 0, 0, 1, 1, 0, 2, 21, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 2, 1, 1, 0, 8, 1, 0]
11715 [5, 1, 1, 0, 0, 3, 3, 2, 2, 0, 0, 3, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 9, 0, 2, 0, 0, 0, 1, 4, 1, 2, 1, 0, 2, 0, 2, 2, 4, 2, 1, 0, 0, 1, 1, 0, 2, 22, 0, 1, 0, 1, 0, 1, 0, 0, 0, 2, 0, 1, 1, 1, 0, 14, 1, 0]
11716 [3, 1, 3, 0, 0, 1, 2, 2, 2, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 8, 0, 2, 0, 4, 0, 1, 4, 2, 2, 1, 0, 2, 0, 1, 2, 3, 0, 0, 0, 0, 1, 1, 0, 2, 22, 0, 6, 0, 1, 0, 1, 0, 0, 0, 5, 0, 0, 2, 1, 0, 10, 1, 0]
11740 [3, 0, 1, 0, 0, 1, 4, 2, 2, 0, 0, 2, 0, 3, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 8, 0, 2, 0, 0, 0, 1, 4, 2, 2, 2, 0, 2, 0, 2, 2, 1, 2, 1, 0, 0, 1, 1, 0, 2, 22, 0, 1, 0, 3, 0, 1, 0, 0, 0, 2, 0, 1, 1, 1, 0, 11, 1, 0]
11763 [5, 0, 1, 0, 0, 3, 4, 2, 2, 0, 0, 4, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 9, 0, 2, 0, 0, 0, 1, 4, 1, 2, 3, 0, 2, 0, 2, 1, 2, 2, 1, 0, 0, 1, 1, 0, 2, 22, 0, 1, 0, 1, 0, 1, 0, 0, 0, 5, 0, 1, 1, 0, 0, 11, 1, 0]
11781 [6, 1, 2, 0, 0, 2, 4, 2, 2, 0, 0, 1, 0, 4, 3, 0, 2, 0, 0, 0, 0, 0, 0, 0, 9, 0, 2, 0, 1, 0, 1, 4, 1, 2, 3, 0, 2, 0, 2, 1, 4, 3, 0, 0, 0, 1, 1, 0, 3, 22, 0, 3, 0, 1, 0, 1, 0, 0, 0, 4, 0, 1, 1, 1, 0, 10, 1, 0]
11812 [4, 1, 1, 0, 0, 1, 3, 2, 2, 0, 0, 2, 0, 3, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 8, 0, 2, 0, 0, 0, 1, 4, 2, 2, 2, 0, 2, 0, 2, 1, 1, 2, 1, 0, 0, 1, 1, 0, 2, 21, 0, 1, 0, 1, 0, 1, 0, 0, 0, 2, 0, 1, 1, 1, 0, 10, 1, 0]
11847 [6, 1, 3, 0, 0, 1, 5, 2, 2, 0, 0, 3, 0, 2, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 6, 0, 2, 0, 0, 0, 1, 4, 1, 2, 2, 0, 2, 0, 2, 2, 4, 2, 1, 0, 0, 1, 1, 0, 2, 22, 0, 1, 0, 1, 0, 1, 0, 0, 0, 2, 0, 2, 1, 1, 0, 11, 1, 0]
11881 [4, 2, 2, 0, 0, 1, 3, 2, 2, 0, 0, 3, 0, 3, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 9, 0, 2, 0, 0, 0, 1, 4, 2, 2, 2, 0, 2, 0, 2, 1, 1, 2, 1, 0, 0, 1, 1, 0, 2, 22, 0, 1, 0, 1, 0, 1, 0, 0, 0, 2, 0, 2, 1, 1, 0, 10, 1, 0]
11887 [6, 1, 1, 0, 0, 2, 4, 2, 2, 0, 0, 3, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 9, 0, 2, 0, 0, 0, 1, 4, 1, 2, 2, 0, 2, 0, 2, 2, 4, 2, 1, 0, 0, 1, 1, 0, 2, 22, 0, 1, 0, 1, 0, 1, 0, 0, 0, 4, 0, 1, 1, 1, 0, 10, 1, 0]
11951 [2, 3, 2, 0, 0, 1, 3, 2, 2, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 8, 0, 2, 0, 4, 0, 1, 4, 2, 2, 2, 0, 2, 0, 2, 1, 0, 2, 3, 0, 0, 1, 1, 0, 2, 21, 0, 6, 0, 2, 0, 0, 0, 0, 0, 2, 0, 1, 1, 0, 0, 11, 1, 0]
11970 [3, 1, 2, 0, 0, 1, 5, 2, 2, 0, 0, 4, 0, 3, 3, 0, 1, 0, 0, 0, 0, 0, 0, 1, 7, 0, 2, 0, 0, 0, 1, 4, 2, 2, 2, 0, 2, 0, 2, 1, 3, 2, 1, 0, 0, 1, 1, 0, 2, 22, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 8, 1, 0]
